Country,Year,Percentage
NLD,2023,0.016284496922374086
NOR,2023,0.016284496922374086
PRT,2023,0.016284496922374086
SWE,2023,0.016284496922374086
USA,2023,0.6134593304692506
AUS,2024,0.01801337769040422
BEL,2024,0.0162551409048445
CAN,2024,0.03499252257673071
CHE,2024,0.020443068539223768
DEU,2024,0.021198371046359053
DNK,2024,0.0162551409048445
ESP,2024,0.0162551409048445
FIN,2024,0.0162551409048445
FRA,2024,0.0162551409048445
GBR,2024,0.0162551409048445
IRL,2024,0.0162551409048445
ITA,2024,0.0162551409048445
JPN,2024,0.06544025971698314
NLD,2024,0.0162551409048445
NOR,2024,0.0162551409048445
PRT,2024,0.0162551409048445
SWE,2024,0.0162551409048445
USA,2024,0.6448507095721651
AUS,2025,0.01858140127955655
BEL,2025,0.0163189319533863
CAN,2025,0.04192990693691378
CHE,2025,0.02281311692813835
DEU,2025,0.026300210559061565
DNK,2025,0.0163189319533863
ESP,2025,0.0163189319533863
FIN,2025,0.0163189319533863
FRA,2025,0.0163189319533863
GBR,2025,0.0163189319533863
IRL,2025,0.0163189319533863
ITA,2025,0.0163189319533863
JPN,2025,0.06905289436590083
NLD,2025,0.0163189319533863
NOR,2025,0.0163189319533863
PRT,2025,0.0163189319533863
SWE,2025,0.0163189319533863
USA,2025,0.6254952864897934
